# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "6" "-s" "2" "-a" "downloads/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "counts/counts.txt" "hisat2/control_ribo_rep1_sorted_markdup_filt.bam" 
Geneid	Chr	Start	End	Strand	Length	hisat2/control_ribo_rep1_sorted_markdup_filt.bam
YER063W	V	281710	282366	+	657	1835
YER127W	V	414481	415554	+	1074	1143
YER154W	V	475020	476228	+	1209	2543
YER032W	V	215063	217693	+	2631	1413
YER180C-A	V	550865	551122	-	258	175
YEL071W	V	16355	17845	+	1491	8774
tK(CUU)E2	V	435752	435824	-	73	0
YEL057C	V	45020	45721	-	702	237
YEL069C	V	21537	23231	-	1695	19
YEL043W	V	70478	73348	+	2871	4481
YER096W	V	351698	353236	+	1539	250
YER017C	V	189503	191788	-	2286	4308
YEL019C	V	120498	121301	-	804	321
YER009W	V	172115	172492	+	378	4215
YER104W	V	366802	367428	+	627	255
YER067W	V	292066	292551	+	486	11948
SCR1	V	441987	442508	+	522	86362
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	175
YER101C	V	360502	361794	-	1293	805
YER121W	V	402375	402719	+	345	178
YER019C-A	V	194273	194539	-	267	2069
tE(UUC)E1	V	177099	177170	+	72	3
YEL050C	V	59670	60851	-	1182	1784
YER062C	V	279930	280682	-	753	2416
YER006C-A	V	164344	164661	-	318	4
YER016W	V	188277	189311	+	1035	1221
YEL025C	V	102581	106147	-	3567	3001
YER024W	V	202192	204963	+	2772	1068
YER023W	V	201076	201936	+	861	5259
YER079W	V	318920	319552	+	633	1185
YER136W	V	439616	440971	+	1356	5736
YER151C	V	469686	472424	-	2739	4271
YEL029C	V	96858	97796	-	939	692
YER065C	V	285241	286914	-	1674	924
YEL050W-A	V	59549	59740	+	192	6
YER085C	V	327619	328140	-	522	17
YER147C	V	462968	464842	-	1875	1108
YER064C	V	282705	284222	-	1518	3359
YER119C	V	399496	400842	-	1347	1681
YEL020C-B	V	117183	117380	-	198	2
YER068W	V	293050	294813	+	1764	2248
YER158C	V	488857	490578	-	1722	1364
YER138W-A	V	449474	449578	+	105	115
YER130C	V	421115	422446	-	1332	3445
YEL015W	V	126629	128284	+	1656	2614
tK(CUU)E1	V	135425	135497	-	73	2
YER153C	V	474041	474805	-	765	575
YER137W-A	V	441575	441880	+	306	4
YER113C	V	387932	390052	-	2121	1934
YEL030W	V	94644	96578	+	1935	601
YER083C	V	326174	327031	-	858	2132
YER167W	V	518216	520771	+	2556	5479
YEL032C-A	V	87040	87201	-	162	2
YEL073C	V	7230	7553	-	324	175
tV(AAC)E1	V	438700	438773	+	74	0
YER005W	V	160550	162442	+	1893	2471
YER102W	V	363100	363702	+	603	8261
YER046W	V	243180	243611	+	432	343
YER023C-A	V	201522	201734	-	213	6
YEL031W	V	90258	93905	+	3648	18984
YER075C	V	308413	311199	-	2787	1337
YER073W	V	304030	305592	+	1563	6321
YEL027W	V	100769	101251	+	483	8992
YEL024W	V	107260	107907	+	648	1890
YER049W	V	251728	253662	+	1935	5380
YER175W-A	V	540650	540814	+	165	39
YEL037C	V	81407	82603	-	1197	5369
YER134C	V	437267	437803	-	537	1243
YER088C	V	333176	335188	-	2013	9989
YER175C	V	539464	540363	-	900	1187
tG(GCC)E	V	61890	61960	-	71	5
YER021W	V	196948	198519	+	1572	8134
YER004W	V	159580	160275	+	696	2375
YER087C-A	V	331817	332368	-	552	43
YEL017W	V	123657	124670	+	1014	1003
YER106W	V	372326	373234	+	909	39
YER066C-A	V	291703	292203	-	501	23
YER117W	V;V	396769;397282	396810;397653	+;+	414	10285
YER145C-A	V	462386	462823	-	438	39
YER076W-A	V	313390	313737	+	348	22
YER187W	V	566230	566655	+	426	138
snR14	V	167427	167586	-	160	497
YER046W-A	V	243700	244029	+	330	2
YER168C	V	521029	522669	-	1641	1754
YER124C	V	407342	409063	-	1722	4052
SRG1	V	322212	322762	+	551	944
YER095W	V	349980	351182	+	1203	1267
YEL028W	V	98668	99129	+	462	123
YER045C	V	240032	241501	-	1470	1632
YER088W-B	V	335927	336073	+	147	24
YER086W	V	328477	330207	+	1731	7026
YER188C-A	V	569608	569907	-	300	20
YER148W	V	465303	466025	+	723	2506
YEL022W	V	111421	115800	+	4380	6646
YEL001C	V	150301	150978	-	678	3651
YER056C	V	266512	268113	-	1602	12100
YER087C-B	V	332582	332830	-	249	1897
YEL013W	V	128825	130561	+	1737	4702
YER074W	V;V	306323;306792	306325;307196	+;+	408	11609
tE(UUC)E3	V	487331	487402	-	72	0
YER133W-A	V	437191	437532	+	342	3
YER119C-A	V	400867	401238	-	372	7
YEL063C	V	31694	33466	-	1773	2496
YEL051W	V	58378	59148	+	771	5926
YER190C-B	V	575680	576162	-	483	0
YEL061C	V	36535	39537	-	3003	1522
YER059W	V	272624	273886	+	1263	1347
YER091C-A	V	342390	342611	-	222	0
YER140W	V	451565	453235	+	1671	806
YEL056W	V	47168	48373	+	1206	2313
YER084W-A	V	327598	328110	+	513	2
YER036C	V	223367	225199	-	1833	16115
YEL009C	V	138918	139763	-	846	15393
YER079C-A	V	319902	320240	-	339	1
YEL053W-A	V	52908	53255	+	348	23
tM(CAU)E	V	100133	100204	+	72	0
YEL030C-A	V	94583	94897	-	315	6
YEL014C	V	128303	128608	-	306	0
YER156C	V	483325	484341	-	1017	3170
YER162C	V	500630	502894	-	2265	1401
YER090W	V	337949	339472	+	1524	5489
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	876
YER041W	V	232461	234740	+	2280	1022
YER165C-A	V	512627	512983	-	357	3
YER097W	V	355140	355469	+	330	119
YER112W	V	387232	387795	+	564	1441
YER090C-A	V	338322	338411	-	90	1
YER067C-A	V	292240	292563	-	324	17
snR67	V	61352	61433	+	82	223
tH(GUG)E1	V	207357	207428	+	72	2
YER174C	V	538434	539168	-	735	755
YER107W-A	V	374394	374714	+	321	0
YER026C	V	207644	208474	-	831	2452
YER099C	V	358105	359061	-	957	1826
YEL048C	V	64709	65167	-	459	139
YEL070W	V	19589	21097	+	1509	231
YER025W	V	205251	206834	+	1584	9598
YEL075W-A	V	4870	5481	+	612	0
YER126C	V	413394	414179	-	786	2472
tI(AAU)E1	V	443202	443275	-	74	0
YER182W	V	552525	553259	+	735	1177
YER165W	V	510373	512106	+	1734	27171
YEL058W	V	43252	44925	+	1674	7268
YER060W-A	V	276572	278164	+	1593	125
YER184C	V	556296	558680	-	2385	1527
YEL012W	V;V	131772;131900	131776;132551	+;+	657	859
YEL020W-A	V	117211	117474	+	264	510
YER077C	V	314534	316600	-	2067	1166
YER039C	V	228456	229205	-	750	165
YER042W	V	234937	235491	+	555	1717
YER019W	V	192797	194230	+	1434	2148
YER039C-A	V	229263	229481	-	219	59
YER058W	V	271768	272091	+	324	120
YER110C	V	378762	382103	-	3342	24540
YER135C	V	437952	438344	-	393	16
YEL023C	V	108504	110552	-	2049	463
YEL077C	V	264	4097	-	3834	463
tI(AAU)E2	V	551285	551358	-	74	1
YER001W	V	153520	155808	+	2289	4343
YEL020C	V	118617	120299	-	1683	1346
YEL044W	V	69757	70257	+	501	813
YER180C	V	549724	550527	-	804	433
YER087W	V	330576	332306	+	1731	1184
YER055C	V	264892	265785	-	894	5173
tR(ACG)E	V	492352	492424	-	73	0
YER091C	V	339864	342167	-	2304	18789
YER138C	V	443756	449024	-	5269	35
YER137C-A	V	447702	449024	-	1323	0
YER159C-A	V	496802	498124	-	1323	0
YER160C	V	492856	498124	-	5269	89
YHR094C	VIII	290913	292625	-	1713	2428
YHL031C	VIII	38815	39486	-	672	954
YHL002W	VIII	102612	103970	+	1359	2527
YHR219C-A	VIII	561199	561681	-	483	0
YHR045W	VIII	195551	197233	+	1683	1970
YHR084W	VIII	274174	276240	+	2067	1791
YHR126C	VIII	359702	360181	-	480	8
tS(AGA)H	VIII	133026	133107	-	82	1
YHR125W	VIII	358858	359163	+	306	0
YHR206W	VIII	512732	514600	+	1869	3788
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	6919
YHR005C-A	VIII	115620	115901	-	282	1617
YHR193C-A	VIII	488653	489027	-	375	15
YHR007C	VIII	120091	121683	-	1593	9321
YHR214C-D	VIII	550648	550941	-	294	0
YHR212W-A	VIII	538742	538945	+	204	0
YHR184W	VIII	472744	474459	+	1716	155
YHR132C	VIII	368502	369794	-	1293	3473
YHR182C-A	VIII	470939	471412	-	474	13
YHR025W	VIII	159438	160511	+	1074	7138
YHR055C	VIII	214533	214718	-	186	71
YHR073W	VIII	242582	245572	+	2991	6908
YHL015W-A	VIII	74699	74782	+	84	1
YHR064C	VIII	225525	227141	-	1617	19979
YHL041W	VIII	17392	17841	+	450	4
YHR143W	VIII	385510	386487	+	978	2817
YHR052W-A	VIII	212510	212704	+	195	0
YHL047C	VIII	8351	10213	-	1863	1032
YHR175W-A	VIII	453558	453707	+	150	71
YHR003C	VIII	110028	111317	-	1290	1909
YHL032C	VIII	36379	38508	-	2130	2618
YHR154W	VIII	402966	406178	+	3213	2102
YHR031C	VIII	170799	172970	-	2172	1451
YHL042W	VIII	15667	16119	+	453	80
YHR022C-A	VIII	151217	151306	-	90	1
YHR180C-B	VIII	466958	467062	-	105	0
YHR106W	VIII	325598	326626	+	1029	1347
YHR186C	VIII	475999	480672	-	4674	4280
YHL029C	VIII	45929	47968	-	2040	1666
YHR048W	VIII	204607	206151	+	1545	615
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	3907
YHR073W-A	VIII	242868	243044	+	177	0
YHR035W	VIII	178219	180111	+	1893	215
YHR165C	VIII	429707	436948	-	7242	13858
YHL006C	VIII	98343	98795	-	453	109
YHL025W	VIII	54851	55849	+	999	1875
YHR172W	VIII	448335	450806	+	2472	828
YHR002W	VIII	108812	109885	+	1074	747
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	2433
RUF5-2	VIII	214407	215116	+	710	2
YHR079C	VIII	258244	261591	-	3348	3973
YHR169W	VIII	442181	443476	+	1296	1073
YHR054C	VIII	213185	214249	-	1065	54
YHR065C	VIII	227532	229037	-	1506	2972
YHR088W	VIII	281495	282382	+	888	1487
tH(GUG)H	VIII	62755	62826	+	72	0
YHR093W	VIII	289142	289690	+	549	3
YHL036W	VIII	26241	27881	+	1641	3777
YHR100C	VIII	314116	314673	-	558	394
YHR105W	VIII	324766	325410	+	645	342
YHR056C	VIII	215183	217834	-	2652	1809
YHR135C	VIII	372694	374310	-	1617	4210
YHR180W	VIII	465178	465669	+	492	119
YHR086W	VIII	278153	279724	+	1572	1949
YHR146W	VIII	390300	391697	+	1398	6243
YHR195W	VIII	490747	491712	+	966	2301
YHR119W	VIII	346043	349285	+	3243	3433
YHR033W	VIII	175548	176819	+	1272	464
YHR024C	VIII	157744	159192	-	1449	3488
YHL043W	VIII	14901	15413	+	513	7
YHL039W	VIII	21783	23540	+	1758	1621
YHR059W	VIII	220108	220500	+	393	397
YHL048C-A	VIII	5663	5797	-	135	2
YHR026W	VIII	160844	161485	+	642	4278
YHR160C	VIII	419221	420072	-	852	111
YHR085W	VIII	276764	277768	+	1005	725
YHR113W	VIII	336337	337809	+	1473	3630
YHR175W	VIII	452872	453441	+	570	662
YHR148W	VIII	393534	394085	+	552	855
YHR208W	VIII	517532	518713	+	1182	7380
YHR001W	VIII	106055	107368	+	1314	1755
YHR131C	VIII	365340	367892	-	2553	2048
YHR049C-A	VIII	207234	207530	-	297	5
YHR086W-A	VIII	280231	280392	+	162	0
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	7325
YHR170W	VIII	443828	445384	+	1557	6013
YHL021C	VIII	64462	65859	-	1398	10818
YHR078W	VIII	256360	258018	+	1659	1548
YHR007C-A	VIII	122550	122765	-	216	135
YHL044W	VIII	13565	14272	+	708	241
YHR214W-A	VIII	543008	543493	+	486	36
YHR161C	VIII	420373	422286	-	1914	3848
YHR074W	VIII	246193	248337	+	2145	5323
YHR164C	VIII	424610	429178	-	4569	2343
YHL006W-A	VIII	97732	98085	+	354	7
YHR204W	VIII	506319	508709	+	2391	2392
YHL002C-A	VIII	102587	103075	-	489	11
YHL030W-A	VIII	39074	39535	+	462	11
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	1
YHR163W	VIII	423724	424473	+	750	3191
YHL046C	VIII	11923	12285	-	363	1
YHR056W-A	VIII	217406	217840	+	435	5
YHL004W	VIII	99219	100403	+	1185	1745
YHL009C	VIII	84068	85060	-	993	1015
YHR138C	VIII	377355	377699	-	345	1878
YHR166C	VIII	437170	439050	-	1881	535
YHR151C	VIII	399268	400848	-	1581	1072
YHL014C	VIII	76097	77314	-	1218	583
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	6777
YHR198C	VIII	496315	497280	-	966	937
YHL034C	VIII	33193	34077	-	885	9396
YHR124W	VIII	356561	358444	+	1884	157
YHR011W	VIII	127780	129120	+	1341	783
YHR096C	VIII	294669	296447	-	1779	299
YHR185C	VIII	474627	475340	-	714	14
YHR190W	VIII	484845	486179	+	1335	7118
YHR075C	VIII	248439	249641	-	1203	721
YHR117W	VIII	342349	344268	+	1920	3853
YHR109W	VIII	330310	332067	+	1758	523
YHR207C	VIII	514905	516485	-	1581	1736
YHR132W-A	VIII	370054	370449	+	396	983
YHR015W	VIII	134554	136533	+	1980	285
YHL015W	VIII	75412	75777	+	366	18132
YHR090C	VIII	283777	284625	-	849	804
YHR189W	VIII	484028	484600	+	573	362
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	836
YHR070C-A	VIII	236102	236512	-	411	9
YHR108W	VIII	328303	330060	+	1758	6134
YHR006W	VIII	117814	119439	+	1626	2879
YHR147C	VIII	392639	393283	-	645	1179
YHR180W-A	VIII	466932	467114	+	183	0
YHR092C	VIII	287081	288811	-	1731	16752
YHR080C	VIII	262801	266838	-	4038	3416
YHL045W	VIII	12502	12849	+	348	5
YHR022C	VIII	149575	150345	-	771	121
YHL027W	VIII	51111	52988	+	1878	3731
YHL003C	VIII	100648	101883	-	1236	1686
YHR070W	VIII	234881	236380	+	1500	1874
YHR150W	VIII	397251	398990	+	1740	1073
YHR133C	VIII	370722	371597	-	876	2442
YHR215W	VIII	552099	553502	+	1404	112
YHL020C	VIII	66242	67456	-	1215	1595
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	443
YHR046C	VIII	197398	198285	-	888	641
YHR095W	VIII	292943	293437	+	495	2
YHR182W	VIII	468219	470576	+	2358	1223
YHR098C	VIII	299145	301934	-	2790	8089
YHR145C	VIII	388981	389337	-	357	0
YHR120W	VIII	349574	352453	+	2880	1337
YHL030W	VIII	40084	45690	+	5607	13112
tV(CAC)H	VIII	475706	475778	-	73	2
YHR051W	VIII	209705	210151	+	447	1463
YHR130C	VIII	364965	365300	-	336	56
YHR149C	VIII	394455	396659	-	2205	1178
YHR127W	VIII	360913	361644	+	732	833
YHR194W	VIII	488657	490396	+	1740	1281
YHR213W-A	VIII	540549	540782	+	234	0
YHR032C-A	VIII	175275	175394	-	120	2
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	18920
YHR168W	VIII	440377	441933	+	1557	644
YHR167W	VIII	439342	440127	+	786	228
YHR050W	VIII	207654	209303	+	1650	2893
YHR112C	VIII	334527	335663	-	1137	1785
YHR027C	VIII	161730	164711	-	2982	17795
YHR214C-E	VIII	551200	551499	-	300	0
YHR214W	VIII	541651	542262	+	612	14
YHR188C	VIII	482005	483837	-	1833	5215
YHL023C	VIII	59123	62563	-	3441	2404
YHR099W	VIII	302761	313995	+	11235	24934
YHR196W	VIII	491931	493658	+	1728	2025
YHR177W	VIII	456591	457952	+	1362	250
YHR174W	VIII	451327	452640	+	1314	107224
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	197
YHR034C	VIII	176965	177999	-	1035	770
YHR179W	VIII	462502	463704	+	1203	22295
YHR014W	VIII	132047	132922	+	876	27
YHR171W	VIII	445713	447605	+	1893	1250
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	0
YHR121W	VIII	352756	353319	+	564	1158
YHR116W	VIII	341665	342120	+	456	305
YHR087W	VIII	280820	281155	+	336	2306
YHR176W	VIII	454229	455527	+	1299	415
YHR173C	VIII	450815	451153	-	339	9
YHL010C	VIII	81964	83721	-	1758	1082
YHR102W	VIII	316572	319814	+	3243	3635
YHR063C	VIII	224030	225169	-	1140	2843
YHR050W-A	VIII	209475	209645	+	171	160
YHR137C-A	VIII	375738	376388	-	651	10
YHL017W	VIII	70276	71874	+	1599	2210
YHL035C	VIII	27978	32756	-	4779	3177
YHR043C	VIII	192805	193545	-	741	1433
YHR115C	VIII	340109	341359	-	1251	1961
YHL007C	VIII	95118	97937	-	2820	4659
YHR018C	VIII	140011	141402	-	1392	5515
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	1602
YHL019C	VIII	67731	69548	-	1818	1452
YHR061C	VIII	221534	222478	-	945	293
tV(AAC)H	VIII	85298	85371	-	74	0
snR32	VIII	381540	381727	+	188	1055
YHR068W	VIII	232133	233296	+	1164	6110
YHR218W-A	VIII	559932	560249	+	318	0
YHR037W	VIII	181977	183704	+	1728	3402
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	1469
YHR144C	VIII	387788	388726	-	939	722
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	2961
YHR156C	VIII	411384	412406	-	1023	539
YHR217C	VIII	556581	557042	-	462	0
YHR036W	VIII	180345	181760	+	1416	438
YHR091C	VIII	284839	286770	-	1932	1189
YHR052W	VIII	210848	211978	+	1131	3885
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	1213
YHR009C	VIII	124109	125680	-	1572	6414
YHL018W	VIII	69708	70070	+	363	154
YHL012W	VIII	78936	80417	+	1482	51
YHR211W	VIII	525392	528619	+	3228	575
YHR155W	VIII	407103	410789	+	3687	3273
RUF5-1	VIII	212409	213118	+	710	0
YHR139C	VIII	378219	379199	-	981	135
YHR032W-A	VIII	175195	175374	+	180	276
tA(AGC)H	VIII	146242	146314	-	73	0
YHR210C	VIII	520712	521737	-	1026	299
YHR072W-A	VIII	241664	241840	+	177	1990
YHR140W	VIII	380572	381291	+	720	131
YHR044C	VIII	194068	194808	-	741	298
YHL016C	VIII	72037	74244	-	2208	267
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	7
YHR202W	VIII	502388	504196	+	1809	805
YHR019C	VIII	141894	143558	-	1665	18922
YHL034W-A	VIII	33176	33637	+	462	18
YHR213W-B	VIII	540800	541099	+	300	1
YHR104W	VIII	323409	324392	+	984	3074
YHR083W	VIII	272627	273616	+	990	1800
YHR165W-A	VIII	436647	436958	+	312	6
YHL022C	VIII	62961	64157	-	1197	113
YHR032W	VIII	173344	175089	+	1746	2206
YHR008C	VIII	122889	123590	-	702	5354
YHL038C	VIII	23617	25509	-	1893	1218
YHR071C-A	VIII	238910	239230	-	321	22
YHR081W	VIII	267538	268092	+	555	720
YHL050W-A	VIII	811	1293	+	483	0
YHL028W	VIII	48763	50580	+	1818	236
YHR073C-B	VIII	245422	245502	-	81	1
YHL033C	VIII	35255	36025	-	771	14114
YHR066W	VIII	229335	230696	+	1362	1946
YHR029C	VIII	167677	168561	-	885	1142
YHR178W	VIII	459299	461530	+	2232	594
YHR063W-A	VIII	225442	225777	+	336	19
YHR040W	VIII	187924	189024	+	1101	580
YHR192W	VIII	486826	487662	+	837	1115
YHR017W	VIII	138694	139851	+	1158	1795
YHR004C	VIII	111754	113094	-	1341	1885
YHL040C	VIII	19088	20971	-	1884	958
YHR191C	VIII	486230	486631	-	402	237
YHR201C	VIII	499950	501143	-	1194	1518
YHR103W	VIII	320414	322972	+	2559	6222
YHR213W	VIII	539151	539747	+	597	0
YHR153C	VIII	402086	402682	-	597	51
YHR082C	VIII	268459	271548	-	3090	8761
YHR069C-A	VIII	234874	235236	-	363	73
YHR020W	VIII	143996	146062	+	2067	19046
YHR057C	VIII	218226	218843	-	618	1174
YHL024W	VIII	56649	58790	+	2142	302
YHR128W	VIII	362115	362765	+	651	4858
tQ(UUG)H	VIII	134321	134392	+	72	4
YHR047C	VIII	198740	201310	-	2571	7678
YHL026C	VIII	53219	54166	-	948	542
YHR197W	VIII	493896	496187	+	2292	2401
YHR028C	VIII	164978	167434	-	2457	5983
YHR134W	VIII	371749	372558	+	810	752
YHR122W	VIII	353625	354320	+	696	1171
YHR067W	VIII	230970	231812	+	843	556
YHL037C	VIII	25778	26179	-	402	12
YHR013C	VIII	130730	131446	-	717	2252
YHR137W	VIII	375709	377250	+	1542	2900
tT(AGU)H	VIII	116107	116179	-	73	2
YHR158C	VIII	413685	417179	-	3495	4731
YHR038W	VIII	184066	184758	+	693	587
YHR042W	VIII	190543	192618	+	2076	9235
YHR028W-A	VIII	167352	167672	+	321	6
YHL049C	VIII	3726	4541	-	816	5
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	894
YHR069C	VIII	233579	234658	-	1080	1539
YHR200W	VIII	499079	499885	+	807	4676
YHR053C	VIII	212535	212720	-	186	227
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	0
YHR021W-A	VIII	149225	149680	+	456	31
YHR114W	VIII	338083	339984	+	1902	2072
YHR039C	VIII	184875	186809	-	1935	4214
YHL019W-A	VIII	67711	68304	+	594	17
YHR152W	VIII	401434	401955	+	522	976
YHL046W-A	VIII	9981	10307	+	327	0
YHL011C	VIII	80654	81616	-	963	4293
YHR129C	VIII	362999	364153	-	1155	657
YHR199C	VIII	497490	498422	-	933	2127
YHR159W	VIII	417549	419063	+	1515	904
YHR193C	VIII	487712	488236	-	525	10406
YHR030C	VIII	168890	170344	-	1455	10919
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	340
YHR162W	VIII	423072	423461	+	390	5098
YHR089C	VIII	282681	283298	-	618	3135
YHL005C	VIII	98828	99220	-	393	5
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	12392
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	2
YHR212C	VIII	537759	538094	-	336	0
YHR005C	VIII	113499	114917	-	1419	1973
YHR187W	VIII	480990	481919	+	930	862
YHR183W	VIII	470960	472429	+	1470	23269
YHR205W	VIII	509363	511837	+	2475	5083
YHR139C-A	VIII	380108	380419	-	312	5
YHR111W	VIII	333072	334394	+	1323	1662
YHR049W	VIII	206462	207193	+	732	2618
YHR131W-A	VIII	367747	367992	+	246	2
YHR072W	VIII	239098	241293	+	2196	3088
YHR209W	VIII	519437	520312	+	876	3269
YHR107C	VIII	326813	328036	-	1224	3196
YHR071W	VIII	237004	237693	+	690	4288
snR71	VIII	411228	411317	+	90	27
YHR216W	VIII	554396	555967	+	1572	6921
YHL013C	VIII	77430	78353	-	924	1049
YHR060W	VIII	220725	221270	+	546	806
YHR143W-A	VIII	387233	387445	+	213	814
YHR142W	VIII	383538	384488	+	951	2014
YHR058C	VIII	218997	219884	-	888	933
YHL008C	VIII	92627	94510	-	1884	3080
YHR054W-A	VIII	214508	214702	+	195	0
YHR118C	VIII	344321	345628	-	1308	921
tT(UGU)H	VIII	466990	467061	+	72	0
YHL048W	VIII	6401	7546	+	1146	1900
YHR157W	VIII	412907	413455	+	549	97
YHR110W	VIII	332282	332920	+	639	1230
YHR023W	VIII	151666	157452	+	5787	8338
YHR062C	VIII	222877	223758	-	882	1328
YHR219W	VIII	560173	562047	+	1875	6
YHR136C	VIII	374654	375100	-	447	98
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	5122
YHR181W	VIII	467228	467914	+	687	990
YHR214C-B	VIII	543964	549346	-	5383	1041
YHL009W-B	VIII	85909	91318	+	5410	20
YHR214C-C	VIII	547910	549346	-	1437	0
YHL009W-A	VIII	85909	87150	+	1242	0
YIR015W	IX	381948	382382	+	435	416
YIL156W-A	IX	47292	47693	+	402	9
YIL115W-A	IX	144268	144639	+	372	1
YIL086C	IX	200153	200461	-	309	27
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	565
tT(AGU)I2	IX	325748	325820	+	73	0
YIL146C	IX	74184	75773	-	1590	877
YIL010W	IX	334882	335529	+	648	1850
YIL117C	IX	140613	141569	-	957	3667
YIL050W	IX	258913	259770	+	858	1427
YIL107C	IX	163278	165761	-	2484	2372
YIL150C	IX	61013	62728	-	1716	1131
YIL165C	IX	33718	34077	-	360	328
YIL045W	IX	271161	272777	+	1617	1501
YIL126W	IX	117992	122071	+	4080	7220
YIL158W	IX	46201	46815	+	615	663
YIR018W	IX	384609	385346	+	738	518
YIR039C	IX	430498	432111	-	1614	1678
YIL082W	IX	205635	206507	+	873	0
YIL056W	IX	249991	251913	+	1923	2462
YIL161W	IX	39433	40140	+	708	663
tS(UGA)I	IX	248850	248931	+	82	2
YIL119C	IX	136654	137877	-	1224	430
YIL016W	IX	321454	321933	+	480	804
YIL144W	IX	78074	80149	+	2076	1310
YIL026C	IX	304477	307929	-	3453	2536
tD(GUC)I1	IX	324303	324374	-	72	0
YIL163C	IX	36899	37252	-	354	23
YIL139C	IX	87979	88716	-	738	333
YIL171W	IX	19515	19844	+	330	2
YIL068C	IX	233057	235474	-	2418	2597
YIL065C	IX	241308	241775	-	468	1092
YIL098C	IX	179772	180239	-	468	532
YIL141W	IX	85053	85442	+	390	61
YIL009W	IX	339344	341428	+	2085	2058
YIR021W-A	IX	398514	398726	+	213	0
YIR020C-B	IX	397215	397949	-	735	11
YIL044C	IX	272950	273846	-	897	1656
YIR020W-A	IX	394917	395159	+	243	1
YIR004W	IX	363221	364519	+	1299	1814
YIL092W	IX	189066	190967	+	1902	593
tD(GUC)I2	IX	336349	336420	-	72	2
YIL136W	IX	93619	94800	+	1182	2692
YIR022W	IX	398733	399236	+	504	1358
YIL002W-A	IX	350301	350510	+	210	743
YIL066W-A	IX	237366	237809	+	444	5
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	12379
YIL123W	IX	128151	129581	+	1431	16814
YIR001C	IX	356143	356895	-	753	946
YIL153W	IX	55198	56379	+	1182	2021
YIR002C	IX	357415	360396	-	2982	2679
YIL108W	IX	160887	162977	+	2091	4379
YIR023C-A	IX	402383	402706	-	324	6
YIL067C	IX	235724	237760	-	2037	1696
YIR019C	IX	389572	393675	-	4104	92
YIL028W	IX	302100	302498	+	399	191
YIL134W	IX	97395	98330	+	936	661
YIL159W	IX	41825	45952	+	4128	891
YIL011W	IX	333727	334536	+	810	207
YIL110W	IX	156045	157178	+	1134	1424
YIL131C	IX	100781	102235	-	1455	1232
YIL128W	IX	113806	116904	+	3099	2872
YIL064W	IX	241943	242716	+	774	1489
YIL071C	IX	228660	229994	-	1335	700
YIL147C	IX	69791	73453	-	3663	4550
YIL149C	IX	63028	68067	-	5040	6448
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	1739
YIL005W	IX	345692	347797	+	2106	3153
YIL169C	IX	23119	26106	-	2988	168
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	470
YIR014W	IX	381086	381814	+	729	482
tE(CUC)I	IX	197592	197663	+	72	0
YIR033W	IX	416124	419465	+	3342	10659
YIL105C	IX	167581	169641	-	2061	3673
YIL057C	IX	247902	248396	-	495	56
YIL017C	IX	318200	320965	-	2766	2074
YIL132C	IX	99860	100501	-	642	206
YIL070C	IX	230272	231072	-	801	1393
YIL051C	IX	257843	258280	-	438	7210
YIL118W	IX	139752	140447	+	696	1634
YIL097W	IX	180427	181977	+	1551	1506
YIR034C	IX	419615	420736	-	1122	1187
YIL109C	IX	157385	160165	-	2781	15228
YIL102C-A	IX	173365	173592	-	228	153
YIL105W-A	IX	167664	167804	+	141	2
YIL084C	IX	202276	203259	-	984	961
